"freight_cost_usd","line.item.insurance..usd.","shipment.mode","country","product.group","sub.classification","line.item.quantity","line.item.value","weight_kilograms","pack.price","dosage","scheduled.delivery.date","delivered.to.client.date","shipment_mode_encoded","country_encoded","product_group_encoded","sub_classification_encoded","scheduled_delivery_date","delivered_to_client_date","delivery_time","delivery_category"
5869.655,1.75,"Truck","South Africa","ARV","Adult",60,1096.2,1047,18.27,250,"10-Jul-08","8-Jul-08",4,34,3,2,2008-07-10,2008-07-08,-2,"Early"
5869.655,0.24,"Truck","South Africa","ARV","Pediatric",12,150.48,1047,12.54,2,"10-Jul-08","8-Jul-08",4,34,3,6,2008-07-10,2008-07-08,-2,"Early"
7303.52,0.05,"Air","Zambia","HRDT","HIV test - Ancillary",3000,30,889,0.01,0,"22-Sep-08","22-Sep-08",1,42,4,4,2008-09-22,2008-09-22,0,"On Time"
1047.39,30.05,"Air","Guyana","HRDT","HIV test",213,15333.87,49,71.99,0,"29-Oct-08","29-Oct-08",1,16,4,3,2008-10-29,2008-10-29,0,"On Time"
24870.05,0.1,"Air","Nigeria","HRDT","HIV test - Ancillary",6502,65.02,1927,0.01,0,"15-Oct-08","15-Oct-08",1,29,4,4,2008-10-15,2008-10-15,0,"On Time"
19992.75,879.89,"Air","Nigeria","HRDT","HIV test",6875,549931.25,1566,79.99,0,"12-Sep-08","12-Sep-08",1,29,4,3,2008-09-12,2008-09-12,0,"On Time"
2709.98,69.92,"Air","Vietnam","ARV","Adult",434,35674.8,113,82.2,200,"2-Dec-08","2-Dec-08",1,41,3,2,2008-12-02,2008-12-02,0,"On Time"
2568.6,24.58,"Air","Vietnam","ARV","Adult",1100,12540,159,11.4,150,"24-Nov-08","24-Nov-08",1,41,3,2,2008-11-24,2008-11-24,0,"On Time"
3247.73,167.77,"Air","Vietnam","ARV","Adult",8400,85596,613,10.19,600,"25-Nov-08","25-Nov-08",1,41,3,2,2008-11-25,2008-11-25,0,"On Time"
2335.19,51.84,"Air","Vietnam","ARV","Adult",3648,26448,323,7.25,150,"3-Dec-08","3-Dec-08",1,41,3,2,2008-12-03,2008-12-03,0,"On Time"
648.27,7.94,"Air","Guyana","MRDT","Malaria",108,4050,34,37.5,0,"15-Dec-08","15-Dec-08",1,16,5,5,2008-12-15,2008-12-15,0,"On Time"
11066.17,257.39,"Air","Ethiopia","HRDT","HIV test",5958,160866,2147,27,0,"3-Nov-08","13-Oct-08",1,12,4,3,2008-11-03,2008-10-13,-21,"Early"
7303.25,210.73,"Air","Ethiopia","HRDT","HIV test",3982,107514,1445,27,0,"3-Nov-08","3-Nov-08",1,12,4,3,2008-11-03,2008-11-03,0,"On Time"
44347.71,257.53,"Air","Ethiopia","HRDT","HIV test",6998,160954,5057,23,0,"7-Oct-08","7-Oct-08",1,12,4,3,2008-10-07,2008-10-07,0,"On Time"
5869.655,11.33,"Truck","South Africa","ARV","Adult",300,7080,1047,23.6,300,"25-Aug-08","14-Aug-08",4,34,3,2,2008-08-25,2008-08-14,-11,"Early"
5869.655,0.89,"Truck","South Africa","ARV","Pediatric",40,557.6,1047,13.94,10,"25-Aug-08","14-Aug-08",4,34,3,6,2008-08-25,2008-08-14,-11,"Early"
19882.25,156.43,"Air","Ethiopia","HRDT","HIV test",3470,79810,2509,23,0,"26-Jan-09","20-Jan-09",1,12,4,3,2009-01-26,2009-01-20,-6,"Early"
22433.91,158.23,"Air","Ethiopia","HRDT","HIV test",3510,80730,2535,23,0,"3-Dec-08","3-Dec-08",1,12,4,3,2008-12-03,2008-12-03,0,"On Time"
5869.655,24.91,"Air","Zimbabwe","HRDT","HIV test",5000,12706.65,1047,2.54,0,"3-Feb-09","3-Feb-09",1,43,4,3,2009-02-03,2009-02-03,0,"On Time"
2653.27,34.1,"Air","Vietnam","ARV","Adult",6000,17400,581,2.9,200,"27-Nov-08","27-Nov-08",1,41,3,2,2008-11-27,2008-11-27,0,"On Time"
5869.655,40,"Truck","South Africa","ARV","Adult",1300,20410,1047,15.7,600,"17-May-09","9-Oct-08",4,34,3,2,2009-05-17,2008-10-09,-220,"Early"
5869.655,1.44,"Truck","South Africa","ARV","Pediatric",120,733.2,1047,6.11,10,"17-May-09","9-Oct-08",4,34,3,6,2009-05-17,2008-10-09,-220,"Early"
5869.655,0.83,"Truck","South Africa","ARV","Adult",6,424.08,1047,70.68,200,"17-May-09","9-Oct-08",4,34,3,2,2009-05-17,2008-10-09,-220,"Early"
5869.655,1.06,"Truck","South Africa","ARV","Pediatric",40,540.4,1047,13.51,10,"17-May-09","9-Oct-08",4,34,3,6,2009-05-17,2008-10-09,-220,"Early"
22451.67,901.76,"Air","Nigeria","HRDT","HIV test",5751,460080,1723,80,0,"8-Apr-09","8-Apr-09",1,29,4,3,2009-04-08,2009-04-08,0,"On Time"
692.38,5.29,"Air","Guyana","HRDT","HIV test",100,2700,28,27,0,"25-Feb-09","27-Jan-09",1,16,4,3,2009-02-25,2009-01-27,-29,"Early"
1003.52,4.26,"Air","Namibia","HRDT","HIV test",68,2176,22,32,0,"2-Mar-09","2-Mar-09",1,28,4,3,2009-03-02,2009-03-02,0,"On Time"
9809.7,42.34,"Air","Vietnam","ARV","Adult",9000,21600,2228,2.4,150,"7-Apr-09","7-Apr-09",1,41,3,2,2009-04-07,2009-04-07,0,"On Time"
5869.655,15.3,"Air","Vietnam","ARV","Adult",700,7805,1047,11.15,150,"10-Apr-09","10-Apr-09",1,41,3,2,2009-04-10,2009-04-10,0,"On Time"
3241.06,230.5,"Air","Haiti","HRDT","HIV test",1680,117600,382,70,0,"16-Mar-09","16-Mar-09",1,17,4,3,2009-03-16,2009-03-16,0,"On Time"
1903.54,20.58,"Air","Haiti","ARV","Pediatric",2100,10500,187,5,100,"2-Apr-09","2-Apr-09",1,17,3,6,2009-04-02,2009-04-02,0,"On Time"
25052.69,1270.08,"Air","Mozambique","HRDT","HIV test",9000,648000,2655,72,0,"26-May-09","26-May-09",1,27,4,3,2009-05-26,2009-05-26,0,"On Time"
5869.655,6.59,"Air","South Africa","ARV","Pediatric",176,3359.84,1047,19.09,200,"17-Mar-09","28-Nov-08",1,34,3,6,2009-03-17,2008-11-28,-109,"Early"
5869.655,48.18,"Air","South Africa","ARV","Adult",5017,24583.3,1047,4.9,200,"24-Mar-09","1-Dec-08",1,34,3,2,2009-03-24,2008-12-01,-113,"Early"
5869.655,6.65,"Air","South Africa","ARV","Pediatric",929,3390.85,1047,3.65,10,"31-Mar-09","2-Dec-08",1,34,3,6,2009-03-31,2008-12-02,-119,"Early"
5869.655,71.7,"Air","South Africa","ARV","Adult",6700,36582,1047,5.46,150,"23-Jun-09","29-Jan-09",1,34,3,2,2009-06-23,2009-01-29,-145,"Early"
5869.655,37.36,"Air","South Africa","ARV","Adult",1350,19062,1047,14.12,300,"12-May-09","30-Dec-08",1,34,3,2,2009-05-12,2008-12-30,-133,"Early"
5869.655,31.96,"Air","South Africa","ARV","Adult",1120,16307.2,1047,14.56,600,"26-May-09","22-Jan-09",1,34,3,2,2009-05-26,2009-01-22,-124,"Early"
5869.655,0.73,"Air","South Africa","ARV","Adult",100,371,1047,3.71,20,"31-Mar-09","21-Nov-08",1,34,3,2,2009-03-31,2008-11-21,-130,"Early"
5869.655,5.72,"Air","South Africa","ARV","Adult",1000,2920,1047,2.92,30,"30-Mar-09","21-Jan-09",1,34,3,2,2009-03-30,2009-01-21,-68,"Early"
5869.655,7.91,"Air","South Africa","ARV","Adult",260,4035.2,1047,15.52,200,"30-Mar-09","21-Jan-09",1,34,3,2,2009-03-30,2009-01-21,-68,"Early"
428.91,2.16,"Air","Uganda","ARV","Adult",60,1100.4,3000,18.34,250,"4-May-09","4-May-09",1,40,3,2,2009-05-04,2009-05-04,0,"On Time"
5869.655,315.36,"Truck","South Africa","ARV","Pediatric",5000,160900,1047,32.18,200,"17-Apr-09","17-Apr-09",4,34,3,6,2009-04-17,2009-04-17,0,"On Time"
5869.655,4.44,"Air","South Africa","ARV","Pediatric",166,2265.9,1047,13.65,10,"25-Jun-09","20-Apr-09",1,34,3,6,2009-06-25,2009-04-20,-66,"Early"
5869.655,29.69,"Air","South Africa","ARV","Pediatric",1500,15150,1047,10.1,50,"25-Jun-09","20-Apr-09",1,34,3,6,2009-06-25,2009-04-20,-66,"Early"
853.88,139.83,"Air","Rwanda","ARV","Adult",7840,71344,719,9.1,150,"20-Apr-09","20-Apr-09",1,31,3,2,2009-04-20,2009-04-20,0,"On Time"
5869.655,2.82,"Air","South Africa","ARV","Pediatric",40,1440,1047,36,80,"31-Jul-09","20-Apr-09",1,34,3,6,2009-07-31,2009-04-20,-102,"Early"
5869.655,0.08,"Truck","South Africa","ARV","Pediatric",6,43.2,1047,7.2,80,"31-Jul-09","4-May-09",4,34,3,6,2009-07-31,2009-05-04,-88,"Early"
5869.655,0.08,"Truck","South Africa","ARV","Pediatric",6,43.2,1047,7.2,80,"31-Jul-09","8-Jun-09",4,34,3,6,2009-07-31,2009-06-08,-53,"Early"
1859.79,74.97,"Air","Guyana","HRDT","HIV test",425,38250,130,90,0,"5-Jun-09","5-Jun-09",1,16,4,3,2009-06-05,2009-06-05,0,"On Time"
1205.7,48.69,"Air","Guyana","HRDT","HIV test",276,24840,87,90,0,"1-Jul-09","1-Jul-09",1,16,4,3,2009-07-01,2009-07-01,0,"On Time"
5869.655,0.59,"Truck","South Africa","ARV","Adult",76,300.2,1047,3.95,20,"15-May-09","23-Apr-09",4,34,3,2,2009-05-15,2009-04-23,-22,"Early"
1332.43,5.88,"Air","Nigeria","ARV","Adult",73,3000.3,69,41.1,200,"20-May-09","20-May-09",1,29,3,2,2009-05-20,2009-05-20,0,"On Time"
3777.93,164.33,"Air","Nigeria","ARV","Adult",2040,83844,309,41.1,200,"14-Jul-09","14-Jul-09",1,29,3,2,2009-07-14,2009-07-14,0,"On Time"
30661.5,622.36,"Air","Rwanda","ARV","Adult",26932,317528.28,3393,11.79,150,"20-Jul-09","20-Jul-09",1,31,3,2,2009-07-20,2009-07-20,0,"On Time"
8114.11,215.6,"Air","Côte d'Ivoire","HRDT","HIV test",1000,110000,1073,110,0,"10-Jun-09","15-Jul-09",1,10,4,3,2009-06-10,2009-07-15,35,"Late"
2008.54,109.76,"Air","Namibia","HRDT","HIV test",800,56000,195,70,0,"15-Jun-09","15-Jun-09",1,28,4,3,2009-06-15,2009-06-15,0,"On Time"
4111.71,3.82,"Air","Vietnam","ARV","Adult",150,1950,30,13,250,"8-Jun-09","8-Jun-09",1,41,3,2,2009-06-08,2009-06-08,0,"On Time"
4318.21,30.18,"Air","Côte d'Ivoire","HRDT","HIV test",140,15400,158,110,0,"9-Jun-09","9-Jun-09",1,10,4,3,2009-06-09,2009-06-09,0,"On Time"
1484.75,7.45,"Air","Namibia","ARV","Pediatric",2000,3800,251,1.9,30,"18-Aug-09","18-Aug-09",1,28,3,6,2009-08-18,2009-08-18,0,"On Time"
5869.655,1.65,"Air","Vietnam","ARV","Pediatric",120,840,1047,7,25,"19-Aug-09","19-Aug-09",1,41,3,6,2009-08-19,2009-08-19,0,"On Time"
5869.655,0.86,"Truck","South Africa","ARV","Adult",20,438,1047,21.9,400,"12-Oct-09","3-Aug-09",4,34,3,2,2009-10-12,2009-08-03,-70,"Early"
5869.655,2.89,"Truck","South Africa","ARV","Adult",320,1475.2,1047,4.61,20,"21-Jul-09","21-Jul-09",4,34,3,2,2009-07-21,2009-07-21,0,"On Time"
5962.58,310.46,"Air","Zambia","HRDT","HIV test",2000,144000,590,72,0,"11-Nov-09","29-Oct-09",1,42,4,3,2009-11-11,2009-10-29,-13,"Early"
314,440.27,"Air","Guyana","ARV","Adult",2733,224625.27,589,82.19,200,"7-Aug-09","7-Aug-09",1,16,3,2,2009-08-07,2009-08-07,0,"On Time"
21150.56,300,"Air","Vietnam","ARV","Adult",25000,187500,2336,7.5,150,"9-Jul-07","9-Jul-07",1,41,3,2,2007-07-09,2007-07-09,0,"On Time"
28118.58,432,"Air","Nigeria","HRDT","HIV test",10000,270000,3045,27,0,"10-Jul-07","10-Jul-07",1,29,4,3,2007-07-10,2007-07-10,0,"On Time"
43664.71,496.8,"Air","Nigeria","HRDT","HIV test",11500,310500,3276,27,0,"10-Jul-07","3-Aug-07",1,29,4,3,2007-07-10,2007-08-03,24,"Late"
22838.29,345.6,"Air","Nigeria","HRDT","HIV test",8000,216000,2603,27,0,"4-Jul-07","4-Jul-07",1,29,4,3,2007-07-04,2007-07-04,0,"On Time"
18045.24,443.88,"Air","Vietnam","ARV","Adult",22500,277425,2895,12.33,600,"2-Oct-07","2-Oct-07",1,41,3,2,2007-10-02,2007-10-02,0,"On Time"
5869.655,1.52,"Air","Vietnam","ARV","Pediatric",500,950,1047,1.9,10,"2-Oct-07","2-Oct-07",1,41,3,6,2007-10-02,2007-10-02,0,"On Time"
2514.05,8.96,"Air","Vietnam","ARV","Pediatric",800,5600,161,7,25,"8-Nov-07","8-Nov-07",1,41,3,6,2007-11-08,2007-11-08,0,"On Time"
2326.1,26.3,"Air","Vietnam","ARV","Pediatric",200,16440,340,82.2,80,"10-Sep-07","10-Sep-07",1,41,3,6,2007-09-10,2007-09-10,0,"On Time"
27791.62,320,"Air","Tanzania","HRDT","HIV test",10000,2e+05,3336,20,0,"19-Dec-07","19-Dec-07",1,38,4,3,2007-12-19,2007-12-19,0,"On Time"
14505.37,160,"Air","Tanzania","HRDT","HIV test",5000,1e+05,1456,20,0,"22-Jan-08","22-Jan-08",1,38,4,3,2008-01-22,2008-01-22,0,"On Time"
5869.655,18,"Air","Namibia","HRDT","HIV test",150,11250,1047,75,0,"29-Aug-07","29-Aug-07",1,28,4,3,2007-08-29,2007-08-29,0,"On Time"
6755.81,86.96,"Air","Ethiopia","ARV","Adult",35065,54350.75,2318,1.55,30,"20-Nov-07","24-Dec-07",1,12,3,2,2007-11-20,2007-12-24,34,"Late"
6524.19,113.66,"Air","Guyana","HRDT","HIV test",2220,71040,732,32,0,"3-Dec-07","3-Dec-07",1,16,4,3,2007-12-03,2007-12-03,0,"On Time"
5869.655,5.3,"Air","Uganda","ARV","Adult",140,3313.8,6,23.67,400,"31-Mar-08","31-Mar-08",1,40,3,2,2008-03-31,2008-03-31,0,"On Time"
38425.29,230.4,"Air","Rwanda","HRDT","HIV test",4500,144000,2300,32,0,"10-Jan-08","10-Jan-08",1,31,4,3,2008-01-10,2008-01-10,0,"On Time"
5869.655,0.89,"Air","Haiti","HRDT","HIV test",4,556,1047,139,0,"27-Feb-08","18-Feb-08",1,17,4,3,2008-02-27,2008-02-18,-9,"Early"
5869.655,6.12,"Air","Côte d'Ivoire","ARV","Pediatric",546,3822,108,7,25,"8-Apr-08","8-Apr-08",1,10,3,6,2008-04-08,2008-04-08,0,"On Time"
20635.3,390.87,"Air","Nigeria","HRDT","HIV test",9048,244296,2985,27,0,"19-Sep-08","19-Sep-08",1,29,4,3,2008-09-19,2008-09-19,0,"On Time"
12770.05,383.95,"Air","Nigeria","HRDT","HIV test",3000,239970,861,79.99,0,"12-Mar-08","10-Mar-08",1,29,4,3,2008-03-12,2008-03-10,-2,"Early"
8213.59,409.42,"Air","Nigeria","HRDT","HIV test",3199,255888.01,550,79.99,0,"12-Mar-08","12-Mar-08",1,29,4,3,2008-03-12,2008-03-12,0,"On Time"
5869.655,13.47,"Truck","South Africa","ARV","Adult",400,8416,1047,21.04,250,"5-Feb-08","21-Jan-08",4,34,3,2,2008-02-05,2008-01-21,-15,"Early"
5869.655,100.75,"Air","Ethiopia","HRDT","HIV test",805,62967.1,1047,78.22,0,"27-Feb-08","27-Feb-08",1,12,4,3,2008-02-27,2008-02-27,0,"On Time"
5869.655,0.07,"Air","Mozambique","HRDT","HIV test - Ancillary",4200,42,1047,0.01,0,"13-Jun-08","13-Jun-08",1,27,4,4,2008-06-13,2008-06-13,0,"On Time"
4113.16,230.37,"Air","Zambia","HRDT","HIV test",2000,143980,455,71.99,0,"22-Apr-08","5-May-08",1,42,4,3,2008-04-22,2008-05-05,13,"Late"
515.48,8.06,"Air","Côte d'Ivoire","HRDT","HIV test",70,5039.3,16,71.99,0,"8-Apr-08","8-Apr-08",1,10,4,3,2008-04-08,2008-04-08,0,"On Time"
5303.05,124.99,"Air","Côte d'Ivoire","HRDT","HIV test",1116,78120,255,70,0,"25-Apr-08","25-Apr-08",1,10,4,3,2008-04-25,2008-04-25,0,"On Time"
2642.45,97.91,"Air","Uganda","HRDT","HIV test",850,61191.5,194,71.99,0,"22-May-08","22-May-08",1,40,4,3,2008-05-22,2008-05-22,0,"On Time"
5869.655,0.9,"Truck","South Africa","ARV","Pediatric",20,563,1047,28.15,200,"24-Apr-08","29-Feb-08",4,34,3,6,2008-04-24,2008-02-29,-55,"Early"
5869.655,60,"Truck","South Africa","ARV","Adult",2500,37500,1047,15,600,"24-Apr-08","24-Apr-08",4,34,3,2,2008-04-24,2008-04-24,0,"On Time"
5260.46,20.8,"Air","Vietnam","ARV","Adult",520,13000,137,25,300,"7-Jul-08","7-Jul-08",1,41,3,2,2008-07-07,2008-07-07,0,"On Time"
2789.74,6.22,"Air","Vietnam","ARV","Adult",2576,3889.76,121,1.51,30,"17-Jun-08","17-Jun-08",1,41,3,2,2008-06-17,2008-06-17,0,"On Time"
2879.96,5.95,"Air","Vietnam","ARV","Adult",2464,3720.64,114,1.51,30,"20-Jun-08","20-Jun-08",1,41,3,2,2008-06-20,2008-06-20,0,"On Time"
641.04,11.52,"Air","Botswana","HRDT","HIV test",100,7199,25,71.99,0,"31-Jul-08","31-Jul-08",1,5,4,3,2008-07-31,2008-07-31,0,"On Time"
1038.39,11.52,"Air","Botswana","HRDT","HIV test",100,7199,25,71.99,0,"20-Jan-09","3-Sep-08",1,5,4,3,2009-01-20,2008-09-03,-139,"Early"
5869.655,6.08,"Air","Ethiopia","HRDT","HIV test",81,3798.09,1047,46.89,0,"1-Jul-08","1-Jul-08",1,12,4,3,2008-07-01,2008-07-01,0,"On Time"
5869.655,0.06,"Truck","South Africa","ARV","Adult",4,38.88,1047,9.72,100,"20-Aug-08","14-May-08",4,34,3,2,2008-08-20,2008-05-14,-98,"Early"
5869.655,5.07,"Truck","South Africa","ARV","Adult",150,3166.5,1047,21.11,200,"20-Aug-08","8-May-08",4,34,3,2,2008-08-20,2008-05-08,-104,"Early"
5869.655,11.17,"Truck","South Africa","ARV","Adult",1350,6979.5,1047,5.17,30,"20-Aug-08","8-May-08",4,34,3,2,2008-08-20,2008-05-08,-104,"Early"
2873.56,154.08,"Air","Haiti","HRDT","HIV test",1123,78610,257,70,0,"17-Nov-08","17-Nov-08",1,17,4,3,2008-11-17,2008-11-17,0,"On Time"
34902.96,460.8,"Air","Zambia","HRDT","HIV test",9000,288000,3000,32,0,"26-Sep-08","26-Sep-08",1,42,4,3,2008-09-26,2008-09-26,0,"On Time"
5921.97,39.87,"Air","Vietnam","ARV","Adult",2016,24917.76,120,12.36,300,"20-Sep-08","20-Sep-08",1,41,3,2,2008-09-20,2008-09-20,0,"On Time"
5869.655,25.9,"Truck","South Africa","ARV","Adult",1000,16190,1047,16.19,600,"10-Jul-08","8-Jul-08",4,34,3,2,2008-07-10,2008-07-08,-2,"Early"
29954.15,532.01,"Air","Nigeria","HRDT","HIV test",12315,332505,3508,27,0,"7-Nov-08","21-Oct-08",1,29,4,3,2008-11-07,2008-10-21,-17,"Early"
2147.61,20.46,"Air","Vietnam","ARV","Adult",1440,10440,128,7.25,150,"29-Nov-08","29-Nov-08",1,41,3,2,2008-11-29,2008-11-29,0,"On Time"
5869.655,0.09,"Air","Zambia","HRDT","HIV test - Ancillary",4500,45,1047,0.01,0,"20-Oct-08","20-Oct-08",1,42,4,4,2008-10-20,2008-10-20,0,"On Time"
46117.09,315.47,"Air","Ethiopia","HRDT","HIV test",6998,160954,4913,23,0,"17-Nov-08","17-Nov-08",1,12,4,3,2008-11-17,2008-11-17,0,"On Time"
5869.655,0.58,"Truck","South Africa","ARV","Pediatric",60,360.6,1047,6.01,10,"25-Aug-08","18-Aug-08",4,34,3,6,2008-08-25,2008-08-18,-7,"Early"
5869.655,1.03,"Truck","South Africa","ARV","Adult",130,644.8,1047,4.96,40,"25-Aug-08","14-Aug-08",4,34,3,2,2008-08-25,2008-08-14,-11,"Early"
5869.655,2.14,"Truck","South Africa","ARV","Adult",40,1337.2,1047,33.43,300,"25-Aug-08","18-Aug-08",4,34,3,2,2008-08-25,2008-08-18,-7,"Early"
3499.18,156.8,"Air","Mozambique","HRDT","HIV test",1000,80000,337,80,0,"17-Feb-09","17-Feb-09",1,27,4,3,2009-02-17,2009-02-17,0,"On Time"
2648.82,115.18,"Air","Mozambique","HRDT","HIV test",1000,71990,296,71.99,0,"3-Oct-08","3-Oct-08",1,27,4,3,2008-10-03,2008-10-03,0,"On Time"
25080.52,128.4,"Air","Côte d'Ivoire","HRDT","HIV test",862,65512,963,76,0,"12-Dec-08","12-Dec-08",1,10,4,3,2008-12-12,2008-12-12,0,"On Time"
1727.2,475.78,"Air","Nigeria","ARV","Adult",5900,297360,493,50.4,600,"10-Oct-08","10-Oct-08",1,29,3,2,2008-10-10,2008-10-10,0,"On Time"
12646.15,776.05,"Air","Zambia","HRDT","HIV test",5500,395945,1624,71.99,0,"18-Mar-09","18-Mar-09",1,42,4,3,2009-03-18,2009-03-18,0,"On Time"
3854.23,28.96,"Air","Vietnam","ARV","Adult",6156,14774.4,1044,2.4,150,"23-Feb-09","23-Feb-09",1,41,3,2,2009-02-23,2009-02-23,0,"On Time"
2946.64,21.17,"Air","Namibia","HRDT","HIV test",150,10800,46,72,0,"22-Jan-09","22-Jan-09",1,28,4,3,2009-01-22,2009-01-22,0,"On Time"
20083.74,158.23,"Air","Ethiopia","HRDT","HIV test",3510,80730,2535,23,0,"26-Jan-09","20-Jan-09",1,12,4,3,2009-01-26,2009-01-20,-6,"Early"
5869.655,11.31,"Truck","South Africa","ARV","Adult",1200,5772,1047,4.81,30,"17-May-09","9-Oct-08",4,34,3,2,2009-05-17,2008-10-09,-220,"Early"
3261.37,52.62,"Air","Tanzania","HRDT","HIV test",839,26848,284,32,0,"19-Jan-09","19-Jan-09",1,38,4,3,2009-01-19,2009-01-19,0,"On Time"
22775.45,824.61,"Air","Nigeria","HRDT","HIV test",5259,420720,1584,80,0,"5-Feb-09","5-Feb-09",1,29,4,3,2009-02-05,2009-02-05,0,"On Time"
5869.655,0.96,"Air","Namibia","HRDT","HIV test",7,490,1047,70,0,"27-Jan-09","27-Jan-09",1,28,4,3,2009-01-27,2009-01-27,0,"On Time"
4457.29,66.61,"Air","Guyana","HRDT","HIV test",1062,33984,355,32,0,"17-Mar-09","13-Mar-09",1,16,4,3,2009-03-17,2009-03-13,-4,"Early"
1083.36,30.06,"Air","Guyana","HRDT","HIV test",213,15336,64,72,0,"17-Mar-09","17-Mar-09",1,16,4,3,2009-03-17,2009-03-17,0,"On Time"
2525.73,4.94,"Air","Vietnam","ARV","Adult",336,2520,18,7.5,300,"11-Apr-09","11-Apr-09",1,41,3,2,2009-04-11,2009-04-11,0,"On Time"
5869.655,6.56,"Air","Vietnam","ARV","Adult",300,3345,1047,11.15,150,"7-Apr-09","7-Apr-09",1,41,3,2,2009-04-07,2009-04-07,0,"On Time"
3936.25,52.96,"Air","Rwanda","HRDT","HIV test",386,27020,88,70,0,"1-Apr-09","1-Apr-09",1,31,4,3,2009-04-01,2009-04-01,0,"On Time"
5869.655,1.1,"Air","Haiti","ARV","Pediatric",80,560,1047,7,25,"31-Mar-09","31-Mar-09",1,17,3,6,2009-03-31,2009-03-31,0,"On Time"
2490.67,118.42,"Air","Haiti","ARV","Adult",1470,60417,362,41.1,200,"15-Apr-09","15-Apr-09",1,17,3,2,2009-04-15,2009-04-15,0,"On Time"
5869.655,7.78,"Air","South Africa","ARV","Adult",1000,3970,1047,3.97,15,"17-Mar-09","28-Nov-08",1,34,3,2,2009-03-17,2008-11-28,-109,"Early"
5869.655,18.37,"Air","South Africa","ARV","Adult",3675,9371.25,1047,2.55,30,"17-Mar-09","28-Nov-08",1,34,3,2,2009-03-17,2008-11-28,-109,"Early"
5869.655,30.41,"Air","South Africa","ARV","Pediatric",824,15515.92,1047,18.83,200,"24-Mar-09","1-Dec-08",1,34,3,6,2009-03-24,2008-12-01,-113,"Early"
5869.655,319.57,"Air","South Africa","ARV","Adult",10560,163046.4,1047,15.44,200,"14-Apr-09","4-Dec-08",1,34,3,2,2009-04-14,2008-12-04,-131,"Early"
5869.655,111.33,"Air","South Africa","ARV","Adult",10000,56800,1047,5.68,150,"19-May-09","2-Jan-09",1,34,3,2,2009-05-19,2009-01-02,-137,"Early"
5869.655,46.35,"Air","South Africa","ARV","Adult",1560,23649.6,1047,15.16,200,"7-Apr-09","3-Dec-08",1,34,3,2,2009-04-07,2008-12-03,-125,"Early"
4230.75,1.67,"Air","South Africa","ARV","Pediatric",360,849.6,1047,2.36,50,"21-Apr-09","5-Dec-08",1,34,3,6,2009-04-21,2008-12-05,-137,"Early"
5869.655,11.7,"Air","South Africa","ARV","Pediatric",3000,5970,1047,1.99,1,"26-May-09","22-Jan-09",1,34,3,6,2009-05-26,2009-01-22,-124,"Early"
5869.655,45.26,"Air","South Africa","ARV","Adult",1977,23091.36,1047,11.68,300,"17-Jun-09","3-Apr-09",1,34,3,2,2009-06-17,2009-04-03,-75,"Early"
5869.655,8.46,"Air","South Africa","ARV","Adult",282,4314.6,1047,15.3,600,"17-Jun-09","17-Apr-09",1,34,3,2,2009-06-17,2009-04-17,-61,"Early"
5869.655,0.61,"Air","South Africa","ARV","Pediatric",30,312.6,1047,10.42,10,"31-Mar-09","21-Nov-08",1,34,3,6,2009-03-31,2008-11-21,-130,"Early"
5869.655,2.15,"Air","South Africa","ARV","Adult",60,1095,1047,18.25,400,"30-Mar-09","21-Jan-09",1,34,3,2,2009-03-30,2009-01-21,-68,"Early"
5869.655,0.25,"Air","South Africa","ARV","Pediatric",10,125.1,1047,12.51,10,"30-Mar-09","21-Jan-09",1,34,3,6,2009-03-30,2009-01-21,-68,"Early"
5869.655,0.29,"Air","South Africa","ARV","Adult",20,147,1047,7.35,100,"30-Mar-09","23-Jan-09",1,34,3,2,2009-03-30,2009-01-23,-66,"Early"
5869.655,8.94,"Air","South Africa","ARV","Pediatric",334,4559.1,1047,13.65,10,"25-Jun-09","20-Apr-09",1,34,3,6,2009-06-25,2009-04-20,-66,"Early"
5869.655,86.57,"Air","South Africa","ARV","Adult",3500,44170,1047,12.62,600,"25-Jun-09","8-Apr-09",1,34,3,2,2009-06-25,2009-04-08,-78,"Early"
5869.655,66.36,"Air","Vietnam","ARV","Adult",1500,41475,1047,27.65,300,"2-Oct-07","2-Oct-07",1,41,3,2,2007-10-02,2007-10-02,0,"On Time"
5869.655,84.99,"Air","South Africa","ARV","Pediatric",2000,43360,1047,21.68,200,"25-Jun-09","8-Apr-09",1,34,3,6,2009-06-25,2009-04-08,-78,"Early"
5869.655,97.08,"Air","South Africa","ARV","Adult",1400,49532,1047,35.38,200,"25-Jun-09","9-Apr-09",1,34,3,2,2009-06-25,2009-04-09,-77,"Early"
5869.655,13.94,"Air","South Africa","ARV","Adult",1800,7110,1047,3.95,15,"25-Jun-09","9-Apr-09",1,34,3,2,2009-06-25,2009-04-09,-77,"Early"
5869.655,19.38,"Air","South Africa","ARV","Pediatric",800,9888,1047,12.36,100,"25-Jun-09","21-Apr-09",1,34,3,6,2009-06-25,2009-04-21,-65,"Early"
5869.655,0.5,"Truck","South Africa","ARV","Adult",36,254.88,1047,7.08,150,"25-Jun-09","5-Jun-09",4,34,3,2,2009-06-25,2009-06-05,-20,"Early"
