"freight_cost_usd","line.item.insurance..usd.","shipment.mode","country","product.group","sub.classification","line.item.quantity","line.item.value","weight_kilograms","pack.price","dosage","scheduled.delivery.date","delivered.to.client.date","shipment_mode_encoded","country_encoded","product_group_encoded","sub_classification_encoded","scheduled_delivery_date","delivered_to_client_date","delivery_time","delivery_category"
5869.655,28.22,"Truck","South Africa","ARV","Adult",400,14400,1047,36,200,"15-May-09","21-Apr-09",4,34,3,2,2009-05-15,2009-04-21,-24,"Early"
19023.36,383.53,"Air","Rwanda","ARV","Adult",28034,195677.32,2268,6.98,600,"12-Aug-09","12-Aug-09",1,31,3,2,2009-08-12,2009-08-12,0,"On Time"
17170.07,138.02,"Air","Nigeria","ACT","ACT",2000,70420,1250,35.21,20,"3-Sep-09","3-Sep-09",1,29,1,1,2009-09-03,2009-09-03,0,"On Time"
9471.52,102.63,"Air","Côte d'Ivoire","HRDT","HIV test",476,52360,534,110,0,"10-Jun-09","9-Jun-09",1,10,4,3,2009-06-10,2009-06-09,-1,"Early"
2199.43,3.88,"Air","Côte d'Ivoire","HRDT","HIV test",18,1980,20,110,0,"10-Jun-09","17-Jun-09",1,10,4,3,2009-06-10,2009-06-17,7,"Late"
17643.81,423.99,"Air","Namibia","HRDT","HIV test",6760,216320,2261,32,0,"27-May-09","27-May-09",1,28,4,3,2009-05-27,2009-05-27,0,"On Time"
3310.89,143.23,"Air","Tanzania","ARV","Adult",820,73074.13,424,89.11,200,"30-Jul-09","30-Jul-09",1,38,3,2,2009-07-30,2009-07-30,0,"On Time"
5869.655,2.12,"Truck","South Africa","ARV","Adult",30,1081.8,1047,36.06,300,"12-Oct-09","21-Jul-09",4,34,3,2,2009-10-12,2009-07-21,-83,"Early"
5869.655,16.46,"Truck","South Africa","ARV","Adult",200,8396,1047,41.98,200,"12-Oct-09","28-Jul-09",4,34,3,2,2009-10-12,2009-07-28,-76,"Early"
5869.655,1.61,"Air","Côte d'Ivoire","ARV","Pediatric",20,822,1047,41.1,80,"15-Sep-09","15-Sep-09",1,10,3,6,2009-09-15,2009-09-15,0,"On Time"
8576.8,76.8,"Air","Guyana","HRDT","HIV test",1500,48000,515,32,0,"7-Aug-07","7-Aug-07",1,16,4,3,2007-08-07,2007-08-07,0,"On Time"
1398.6,34.56,"Air","Guyana","HRDT","HIV test",300,21597,69,71.99,0,"9-Aug-07","21-Aug-07",1,16,4,3,2007-08-09,2007-08-21,12,"Late"
5869.655,23.97,"Air","Côte d'Ivoire","ARV","Pediatric",1577,14981.5,309,9.5,50,"24-Aug-07","24-Aug-07",1,10,3,6,2007-08-24,2007-08-24,0,"On Time"
7961.7,75.2,"Air","Côte d'Ivoire","HRDT","HIV test",2000,47000,750,23.5,0,"23-Oct-07","23-Oct-07",1,10,4,3,2007-10-23,2007-10-23,0,"On Time"
3616.95,36.96,"Air","Rwanda","HRDT","HIV test",1400,23100,405,16.5,0,"19-Nov-07","19-Nov-07",1,31,4,3,2007-11-19,2007-11-19,0,"On Time"
3120.92,131.52,"Air","Vietnam","ARV","Adult",1000,82200,249,82.2,200,"6-Mar-08","6-Mar-08",1,41,3,2,2008-03-06,2008-03-06,0,"On Time"
9479.89,172.78,"Air","Rwanda","HRDT","HIV test",1500,107985,340,71.99,0,"31-Jan-08","28-Jan-08",1,31,4,3,2008-01-31,2008-01-28,-3,"Early"
5869.655,1.44,"Air","Vietnam","ARV","Adult",600,900,1047,1.5,15,"1-Feb-08","1-Feb-08",1,41,3,2,2008-02-01,2008-02-01,0,"On Time"
1625.08,23.04,"Air","Botswana","HRDT","HIV test",450,14400,155,32,0,"3-Apr-08","3-Apr-08",1,5,4,3,2008-04-03,2008-04-03,0,"On Time"
16036.94,315.4,"Air","Nigeria","HRDT","HIV test",7301,197127,2093,27,0,"19-Sep-08","20-Jun-08",1,29,4,3,2008-09-19,2008-06-20,-91,"Early"
6687.51,165.4,"Air","Benin","HRDT","HIV test",1436,103377.64,327,71.99,0,"10-Mar-08","4-Mar-08",1,4,4,3,2008-03-10,2008-03-04,-6,"Early"
2358.13,25.83,"Air","Côte d'Ivoire","HRDT","HIV test",659,13180,206,20,0,"19-Mar-09","19-Mar-09",1,10,4,3,2009-03-19,2009-03-19,0,"On Time"
587.63,3.92,"Air","Lesotho","HRDT","HIV test",7,2450,17,350,0,"14-Jul-08","14-Jul-08",1,22,4,3,2008-07-14,2008-07-14,0,"On Time"
1028.18,23.04,"Air","Botswana","HRDT","HIV test",200,14398,46,71.99,0,"23-Jun-08","4-Jun-08",1,5,4,3,2008-06-23,2008-06-04,-19,"Early"
4193.88,55.08,"Air","Uganda","HRDT","HIV test",1275,34425,483,27,0,"2-Jun-08","2-Jun-08",1,40,4,3,2008-06-02,2008-06-02,0,"On Time"
1253.98,4.35,"Air","Uganda","HRDT","HIV test",85,2720,85,32,0,"2-Jun-08","2-Jun-08",1,40,4,3,2008-06-02,2008-06-02,0,"On Time"
7915.98,40.25,"Air","Côte d'Ivoire","HRDT","HIV test",331,25156,366,76,0,"30-May-08","30-May-08",1,10,4,3,2008-05-30,2008-05-30,0,"On Time"
5869.655,26.24,"Truck","South Africa","ARV","Adult",1000,16400,1047,16.4,300,"24-Apr-08","29-Feb-08",4,34,3,2,2008-04-24,2008-02-29,-55,"Early"
5869.655,26.16,"Truck","South Africa","ARV","Adult",3000,16350,1047,5.45,150,"24-Apr-08","24-Apr-08",4,34,3,2,2008-04-24,2008-04-24,0,"On Time"
5869.655,1.56,"Truck","South Africa","ARV","Adult",200,978,1047,4.89,20,"24-Apr-08","24-Apr-08",4,34,3,2,2008-04-24,2008-04-24,0,"On Time"
5869.655,1.16,"Truck","South Africa","ARV","Adult",20,723.4,1047,36.17,300,"24-Apr-08","24-Apr-08",4,34,3,2,2008-04-24,2008-04-24,0,"On Time"
5217.59,20,"Air","Vietnam","ARV","Adult",500,12500,124,25,300,"14-Jul-08","14-Jul-08",1,41,3,2,2008-07-14,2008-07-14,0,"On Time"
2864.44,44.06,"Air","Vietnam","ARV","Adult",2016,27538.56,122,13.66,300,"1-Jun-08","22-May-08",1,41,3,2,2008-06-01,2008-05-22,-10,"Early"
1796.68,28.8,"Air","Côte d'Ivoire","HRDT","HIV test",250,17997.5,57,71.99,0,"9-May-08","9-May-08",1,10,4,3,2008-05-09,2008-05-09,0,"On Time"
10356.86,44.76,"Air","Vietnam","ARV","Adult",3024,27972,703,9.25,150,"19-Sep-08","19-Sep-08",1,41,3,2,2008-09-19,2008-09-19,0,"On Time"
2519.89,136.78,"Air","Vietnam","ARV","Adult",1040,85488,251,82.2,200,"16-Nov-08","16-Nov-08",1,41,3,2,2008-11-16,2008-11-16,0,"On Time"
7884.8,39.84,"Air","Vietnam","ARV","Adult",9576,24897.6,889,2.6,150,"20-Sep-08","20-Sep-08",1,41,3,2,2008-09-20,2008-09-20,0,"On Time"
5869.655,0.64,"Truck","South Africa","ARV","Adult",8,397.92,1047,49.74,300,"20-Aug-08","14-May-08",4,34,3,2,2008-08-20,2008-05-14,-98,"Early"
5869.655,0.09,"Truck","South Africa","ARV","Pediatric",4,56.16,1047,14.04,100,"20-Aug-08","8-May-08",4,34,3,6,2008-08-20,2008-05-08,-104,"Early"
5869.655,1.18,"Truck","South Africa","ARV","Adult",30,738.3,1047,24.61,300,"20-Aug-08","8-May-08",4,34,3,2,2008-08-20,2008-05-08,-104,"Early"
5869.655,0.13,"Truck","South Africa","ARV","Pediatric",6,78.48,1047,13.08,2,"20-Aug-08","8-May-08",4,34,3,6,2008-08-20,2008-05-08,-104,"Early"
1372.85,26.91,"Air","Haiti","HRDT","HIV test",121,16819,100,139,0,"22-Aug-08","22-Aug-08",1,17,4,3,2008-08-22,2008-08-22,0,"On Time"
871.71,18.68,"Air","Haiti","HRDT","HIV test",84,11676,54,139,0,"10-Oct-08","10-Oct-08",1,17,4,3,2008-10-10,2008-10-10,0,"On Time"
5869.655,19.21,"Air","Haiti","HRDT","HIV test",28,9800,1047,350,0,"14-Jan-09","14-Jan-09",1,17,4,3,2009-01-14,2009-01-14,0,"On Time"
26574.61,484.62,"Air","Rwanda","HRDT","HIV test",4327,302890,986,70,0,"22-Jul-08","22-Jul-08",1,31,4,3,2008-07-22,2008-07-22,0,"On Time"
5781.14,196.98,"Air","Zimbabwe","HRDT","HIV test",1396,100498.04,414,71.99,0,"22-Jan-09","22-Jan-09",1,43,4,3,2009-01-22,2009-01-22,0,"On Time"
6609.02,61.29,"Air","Vietnam","ARV","Adult",15960,38304,755,2.4,150,"3-Sep-08","3-Sep-08",1,41,3,2,2008-09-03,2008-09-03,0,"On Time"
4883.46,99.67,"Air","Vietnam","ARV","Adult",5040,62294.4,301,12.36,300,"19-Sep-08","19-Sep-08",1,41,3,2,2008-09-19,2008-09-19,0,"On Time"
633,3.18,"Air","Tanzania","ARV","Pediatric",132,1990.56,65,15.08,20,"8-Sep-08","8-Sep-08",1,38,3,6,2008-09-08,2008-09-08,0,"On Time"
5869.655,1.87,"Truck","South Africa","ARV","Adult",30,1171.5,1047,39.05,300,"10-Jul-08","8-Jul-08",4,34,3,2,2008-07-10,2008-07-08,-2,"Early"
4404.9,0.3,"Air","Nigeria","ANTM","Malaria",7,184.45,488,26.35,500,"9-Oct-08","9-Oct-08",1,29,2,5,2008-10-09,2008-10-09,0,"On Time"
22229.32,449.03,"Air","Nigeria","HRDT","HIV test",8485,229095,2441,27,0,"7-Nov-08","7-Nov-08",1,29,4,3,2008-11-07,2008-11-07,0,"On Time"
2709.98,0.97,"Air","Vietnam","ARV","Adult",6,493.2,9,82.2,200,"2-Dec-08","2-Dec-08",1,41,3,2,2008-12-02,2008-12-02,0,"On Time"
2771.84,40.53,"Air","Vietnam","ARV","Adult",880,20680,331,23.5,300,"21-Nov-08","21-Nov-08",1,41,3,2,2008-11-21,2008-11-21,0,"On Time"
1516.05,3.84,"Air","Vietnam","ARV","Pediatric",280,1960,60,7,25,"21-Nov-08","21-Nov-08",1,41,3,6,2008-11-21,2008-11-21,0,"On Time"
44347.71,257.53,"Air","Ethiopia","HRDT","HIV test",6998,160954,5057,23,0,"6-Oct-08","3-Oct-08",1,12,4,3,2008-10-06,2008-10-03,-3,"Early"
5869.655,2.78,"Truck","South Africa","ARV","Adult",350,1736,1047,4.96,30,"25-Aug-08","14-Aug-08",4,34,3,2,2008-08-25,2008-08-14,-11,"Early"
5869.655,2.92,"Truck","South Africa","ARV","Adult",100,1828,1047,18.28,250,"25-Aug-08","14-Aug-08",4,34,3,2,2008-08-25,2008-08-14,-11,"Early"
4015,131.49,"Air","Côte d'Ivoire","HRDT","HIV test",1174,82180,275,70,0,"13-Oct-08","13-Oct-08",1,10,4,3,2008-10-13,2008-10-13,0,"On Time"
21015.77,0.39,"Air","Haiti","ANTM","Malaria",30,197.1,3221,6.57,150,"16-Dec-08","16-Oct-08",1,17,2,5,2008-12-16,2008-10-16,-61,"Early"
5243.53,161.07,"Air","Côte d'Ivoire","HRDT","HIV test",1174,82180,268,70,0,"5-Dec-08","5-Dec-08",1,10,4,3,2008-12-05,2008-12-05,0,"On Time"
3894.21,32.77,"Air","Vietnam","ARV","Adult",6966,16718.4,1068,2.4,150,"27-Feb-09","27-Feb-09",1,41,3,2,2009-02-27,2009-02-27,0,"On Time"
5869.655,23.87,"Air","Vietnam","ARV","Adult",4200,12180,1047,2.9,200,"23-Feb-09","23-Feb-09",1,41,3,2,2009-02-23,2009-02-23,0,"On Time"
23300.18,308.33,"Air","Mozambique","HRDT","HIV test",4916,157312,1651,32,0,"29-Dec-08","29-Dec-08",1,27,4,3,2008-12-29,2008-12-29,0,"On Time"
8101.57,156.8,"Air","Ethiopia","HRDT","HIV test",2500,80000,844,32,0,"18-Feb-09","18-Feb-09",1,12,4,3,2009-02-18,2009-02-18,0,"On Time"
15619.2,474.37,"Air","Ethiopia","HRDT","HIV test",8964,242028,3231,27,0,"30-Jan-09","24-Nov-08",1,12,4,3,2009-01-30,2008-11-24,-67,"Early"
20083.74,158.23,"Air","Ethiopia","HRDT","HIV test",3510,80730,2535,23,0,"26-Jan-09","26-Jan-09",1,12,4,3,2009-01-26,2009-01-26,0,"On Time"
5869.655,4.62,"Truck","South Africa","ARV","Adult",120,2355.6,1047,19.63,200,"17-May-09","9-Oct-08",4,34,3,2,2009-05-17,2008-10-09,-220,"Early"
5869.655,7.94,"Air","Guyana","MRDT","Malaria",108,4050,1047,37.5,0,"6-Mar-09","6-Mar-09",1,16,5,5,2009-03-06,2009-03-06,0,"On Time"
536.78,1.23,"Air","Côte d'Ivoire","ANTM","Malaria",12,629.88,12,52.49,300,"20-Jan-09","20-Jan-09",1,10,2,5,2009-01-20,2009-01-20,0,"On Time"
6862.01,43.9,"Air","Namibia","HRDT","HIV test",700,22400,236,32,0,"13-Mar-09","13-Mar-09",1,28,4,3,2009-03-13,2009-03-13,0,"On Time"
5869.655,27.21,"Air","Vietnam","ARV","Adult",9576,13885.2,1047,1.45,30,"7-Apr-09","7-Apr-09",1,41,3,2,2009-04-07,2009-04-07,0,"On Time"
4323.93,159.75,"Air","Tanzania","HRDT","HIV test",1132,81504,337,72,0,"31-Mar-09","31-Mar-09",1,38,4,3,2009-03-31,2009-03-31,0,"On Time"
15022.74,172.52,"Air","Rwanda","HRDT","HIV test",3912,88020,1320,22.5,0,"28-Apr-09","11-Mar-09",1,31,4,3,2009-04-28,2009-03-11,-48,"Early"
807.28,0.81,"Air","Haiti","ARV","Adult",10,411,9,41.1,200,"15-Apr-09","15-Apr-09",1,17,3,2,2009-04-15,2009-04-15,0,"On Time"
2246.81,6.5,"Air","Vietnam","ARV","Pediatric",260,3315,56,12.75,100,"26-Mar-09","26-Mar-09",1,41,3,6,2009-03-26,2009-03-26,0,"On Time"
5869.655,53.8,"Air","South Africa","ARV","Adult",5000,27450,1047,5.49,150,"17-Mar-09","28-Nov-08",1,34,3,2,2009-03-17,2008-11-28,-109,"Early"
5869.655,2.95,"Air","South Africa","ARV","Pediatric",1320,1504.8,1047,1.14,1,"31-Mar-09","2-Dec-08",1,34,3,6,2009-03-31,2008-12-02,-119,"Early"
5869.655,1.96,"Air","South Africa","ARV","Pediatric",500,1000,1047,2,1,"31-Mar-09","2-Dec-08",1,34,3,6,2009-03-31,2008-12-02,-119,"Early"
5869.655,76.82,"Air","South Africa","ARV","Adult",10260,39193.2,1047,3.82,30,"14-Apr-09","4-Dec-08",1,34,3,2,2009-04-14,2008-12-04,-131,"Early"
5869.655,99.44,"Air","South Africa","ARV","Adult",20213,50734.63,1047,2.51,30,"16-Jun-09","28-Jan-09",1,34,3,2,2009-06-16,2009-01-28,-139,"Early"
5869.655,8.4,"Air","South Africa","ARV","Adult",1140,4286.4,1047,3.76,30,"7-Apr-09","3-Dec-08",1,34,3,2,2009-04-07,2008-12-03,-125,"Early"
5869.655,0.16,"Air","South Africa","ARV","Pediatric",23,83.72,1047,3.64,10,"21-Apr-09","5-Dec-08",1,34,3,6,2009-04-21,2008-12-05,-137,"Early"
5869.655,0.86,"Air","South Africa","ARV","Pediatric",400,440,1047,1.1,1,"31-Mar-09","21-Nov-08",1,34,3,6,2009-03-31,2008-11-21,-130,"Early"
5869.655,1.66,"Air","South Africa","ARV","Pediatric",156,845.52,1047,5.42,10,"1-Apr-09","26-Nov-08",1,34,3,6,2009-04-01,2008-11-26,-126,"Early"
5869.655,0.47,"Air","South Africa","ARV","Pediatric",44,237.6,1047,5.4,10,"18-Mar-09","18-Mar-09",1,34,3,6,2009-03-18,2009-03-18,0,"On Time"
5869.655,52.18,"Air","South Africa","ARV","Adult",1600,26624,1047,16.64,600,"30-Mar-09","21-Jan-09",1,34,3,2,2009-03-30,2009-01-21,-68,"Early"
5869.655,19.32,"Air","South Africa","ARV","Adult",800,9856,1047,12.32,300,"30-Mar-09","21-Jan-09",1,34,3,2,2009-03-30,2009-01-21,-68,"Early"
5869.655,40.25,"Air","South Africa","ARV","Pediatric",3304,18667.6,1047,5.65,10,"25-Jun-09","30-Oct-09",1,34,3,6,2009-06-25,2009-10-30,127,"Late"
5869.655,14.21,"Air","South Africa","ARV","Pediatric",1200,7248,1047,6.04,10,"25-Jun-09","8-Apr-09",1,34,3,6,2009-06-25,2009-04-08,-78,"Early"
5869.655,16.32,"Air","South Africa","ARV","Adult",2775,8325,1047,3,30,"25-Jun-09","21-Apr-09",1,34,3,2,2009-06-25,2009-04-21,-65,"Early"
5869.655,2.76,"Air","South Africa","ARV","Pediatric",150,1407,1047,9.38,10,"25-Jun-09","15-Apr-09",1,34,3,6,2009-06-25,2009-04-15,-71,"Early"
5869.655,160.78,"Air","South Africa","ARV","Adult",6500,82030,1047,12.62,600,"25-Jun-09","16-Apr-09",1,34,3,2,2009-06-25,2009-04-16,-70,"Early"
1939.99,4.03,"Air","Côte d'Ivoire","ARV","Pediatric",50,2055,99,41.1,80,"24-Aug-09","24-Aug-09",1,10,3,6,2009-08-24,2009-08-24,0,"On Time"
5869.655,27.09,"Truck","South Africa","ARV","Adult",650,13819,1047,21.26,300,"21-Apr-09","21-Apr-09",4,34,3,2,2009-04-21,2009-04-21,0,"On Time"
5869.655,49.08,"Truck","South Africa","ARV","Adult",2000,25040,1047,12.52,600,"15-May-09","20-Apr-09",4,34,3,2,2009-05-15,2009-04-20,-25,"Early"
5869.655,27.75,"Truck","South Africa","ARV","Adult",2000,14160,1047,7.08,150,"15-May-09","23-Apr-09",4,34,3,2,2009-05-15,2009-04-23,-22,"Early"
5869.655,1.63,"Truck","South Africa","ARV","Pediatric",400,832,1047,2.08,1,"15-May-09","23-Apr-09",4,34,3,6,2009-05-15,2009-04-23,-22,"Early"
5869.655,1.47,"Truck","South Africa","ARV","Pediatric",80,750.4,1047,9.38,10,"15-May-09","23-Apr-09",4,34,3,6,2009-05-15,2009-04-23,-22,"Early"
5869.655,0.19,"Truck","South Africa","ARV","Adult",24,94.8,1047,3.95,20,"15-May-09","17-Jul-09",4,34,3,2,2009-05-15,2009-07-17,63,"Late"
3272.6,109.76,"Air","Côte d'Ivoire","HRDT","HIV test",800,56000,182,70,0,"14-Jul-09","14-Jul-09",1,10,4,3,2009-07-14,2009-07-14,0,"On Time"
21686.21,439.04,"Air","Zambia","HRDT","HIV test",7000,224000,2379,32,0,"10-Jul-09","10-Jul-09",1,42,4,3,2009-07-10,2009-07-10,0,"On Time"
14515.44,138.02,"Air","Nigeria","ACT","ACT",2000,70420,10,35.21,20,"27-Oct-09","27-Oct-09",1,29,1,1,2009-10-27,2009-10-27,0,"On Time"
5869.655,17.19,"Air","Vietnam","ARV","Adult",6048,8769.6,1047,1.45,30,"10-Jul-09","10-Jul-09",1,41,3,2,2009-07-10,2009-07-10,0,"On Time"
3321.08,164.64,"Air","Botswana","HRDT","HIV test",1200,84000,274,70,0,"10-Jul-09","10-Jul-09",1,5,4,3,2009-07-10,2009-07-10,0,"On Time"
5869.655,1.65,"Air","Vietnam","ARV","Pediatric",120,840,1047,7,25,"22-Jun-09","22-Jun-09",1,41,3,6,2009-06-22,2009-06-22,0,"On Time"
5869.655,4.39,"Air","Vietnam","ARV","Pediatric",320,2240,1047,7,25,"28-Jul-09","28-Jul-09",1,41,3,6,2009-07-28,2009-07-28,0,"On Time"
5869.655,4.11,"Truck","South Africa","ARV","Pediatric",50,2099,1047,41.98,80,"28-Jul-09","5-Aug-09",4,34,3,6,2009-07-28,2009-08-05,8,"Late"
5869.655,6.94,"Truck","South Africa","ARV","Pediatric",140,3540.6,1047,25.29,200,"12-Oct-09","3-Aug-09",4,34,3,6,2009-10-12,2009-08-03,-70,"Early"
5869.655,1.38,"Air","Mozambique","ARV","Adult",44,859.65,1047,19.54,250,"6-Sep-07","6-Sep-07",1,27,3,2,2007-09-06,2007-09-06,0,"On Time"
5869.655,233.42,"Air","Côte d'Ivoire","ARV","Pediatric",5721,145885.5,1232,25.5,200,"21-Sep-07","21-Sep-07",1,10,3,6,2007-09-21,2007-09-21,0,"On Time"
2794.34,1.43,"Air","Vietnam","ARV","Adult",100,894,6,8.94,300,"24-Oct-07","24-Oct-07",1,41,3,2,2007-10-24,2007-10-24,0,"On Time"
5294.51,131.5,"Air","Vietnam","ARV","Adult",1000,82190,226,82.19,200,"10-Sep-07","10-Sep-07",1,41,3,2,2007-09-10,2007-09-10,0,"On Time"
581.1,2.16,"Air","Guyana","HRDT","HIV test",50,1350,13,27,0,"8-Aug-07","8-Aug-07",1,16,4,3,2007-08-08,2007-08-08,0,"On Time"
3719.91,14.88,"Air","Vietnam","ARV","Pediatric",1200,9300,249,7.75,100,"19-Dec-07","19-Dec-07",1,41,3,6,2007-12-19,2007-12-19,0,"On Time"
1928.93,50.91,"Air","Guyana","HRDT","HIV test",442,31819.58,100,71.99,0,"21-Sep-07","8-Oct-07",1,16,4,3,2007-09-21,2007-10-08,17,"Late"
6197,432,"Air","Nigeria","HRDT","HIV test",10000,270000,3265,27,0,"7-Nov-07","7-Nov-07",1,29,4,3,2007-11-07,2007-11-07,0,"On Time"
10500,387.25,"Air","Rwanda","ARV","Adult",34576,242032,3656,7,150,"28-Apr-08","22-Apr-08",1,31,3,2,2008-04-28,2008-04-22,-6,"Early"
10500,186.37,"Air","Rwanda","ARV","Adult",16640,116480,1766,7,150,"28-Apr-08","28-Apr-08",1,31,3,2,2008-04-28,2008-04-28,0,"On Time"
1521.11,14,"Air","Haiti","HRDT","HIV test",25,8750,60,350,0,"22-Jan-08","22-Jan-08",1,17,4,3,2008-01-22,2008-01-22,0,"On Time"
3238.79,1.78,"Air","Haiti","HRDT","HIV test",8,1112,6,139,0,"18-Feb-08","18-Feb-08",1,17,4,3,2008-02-18,2008-02-18,0,"On Time"
5137.76,403.1,"Air","Ethiopia","ARV","Adult",14820,251940,1233,17,300,"4-Mar-08","4-Mar-08",1,12,3,2,2008-03-04,2008-03-04,0,"On Time"
5869.655,5.28,"Air","Tanzania","ARV","Pediatric",132,3300,1047,25,20,"8-May-08","8-May-08",1,38,3,6,2008-05-08,2008-05-08,0,"On Time"
18750.2,405.22,"Air","Nigeria","HRDT","HIV test",9380,253260,3058,27,0,"21-Apr-08","29-Feb-08",1,29,4,3,2008-04-21,2008-02-29,-52,"Early"
13535.55,352.21,"Air","Nigeria","HRDT","HIV test",8153,220131,2707,27,0,"21-Apr-08","27-Mar-08",1,29,4,3,2008-04-21,2008-03-27,-25,"Early"
7781.88,483.77,"Air","Mozambique","HRDT","HIV test",4200,302358,965,71.99,0,"13-Jun-08","27-May-08",1,27,4,3,2008-06-13,2008-05-27,-17,"Early"
5869.655,3.92,"Air","Lesotho","HRDT","HIV test",7,2450,1047,350,0,"12-Mar-08","12-Mar-08",1,22,4,3,2008-03-12,2008-03-12,0,"On Time"
1629,36.48,"Air","Nigeria","HRDT","HIV test",285,22797.15,64,79.99,0,"8-May-08","8-May-08",1,29,4,3,2008-05-08,2008-05-08,0,"On Time"
1496.76,32.52,"Air","Namibia","HRDT","HIV test",271,20325,260,75,0,"2-Apr-08","2-Apr-08",1,28,4,3,2008-04-02,2008-04-02,0,"On Time"
1401.49,65.15,"Truck","Vietnam","ARV","Adult",1968,40717.92,1047,20.69,300,"12-May-08","16-Apr-08",4,41,3,2,2008-05-12,2008-04-16,-26,"Early"
5869.655,0.63,"Truck","South Africa","ARV","Pediatric",10,394,1047,39.4,80,"24-Apr-08","24-Apr-08",4,34,3,6,2008-04-24,2008-04-24,0,"On Time"
5869.655,1.08,"Truck","South Africa","ARV","Pediatric",100,676,1047,6.76,10,"24-Apr-08","24-Apr-08",4,34,3,6,2008-04-24,2008-04-24,0,"On Time"
2211.05,4.48,"Air","Vietnam","ARV","Pediatric",400,2800,82,7,25,"17-Jul-08","17-Jul-08",1,41,3,6,2008-07-17,2008-07-17,0,"On Time"
2729.91,5.53,"Air","Vietnam","ARV","Pediatric",630,3458.7,48,5.49,100,"2-Jun-08","2-Jun-08",1,41,3,6,2008-06-02,2008-06-02,0,"On Time"
2442.32,25.6,"Air","Botswana","HRDT","HIV test",500,16000,500,32,0,"3-Jul-08","3-Jul-08",1,5,4,3,2008-07-03,2008-07-03,0,"On Time"
2442.32,25.6,"Air","Botswana","HRDT","HIV test",500,16000,500,32,0,"3-Jul-08","3-Jul-08",1,5,4,3,2008-07-03,2008-07-03,0,"On Time"
5869.655,14.69,"Air","Vietnam","ARV","Adult",672,9179.52,1047,13.66,300,"20-Sep-08","20-Sep-08",1,41,3,2,2008-09-20,2008-09-20,0,"On Time"
5869.655,7.78,"Air","Vietnam","ARV","Adult",648,4860,1047,7.5,300,"19-Sep-08","19-Sep-08",1,41,3,2,2008-09-19,2008-09-19,0,"On Time"
7444.35,21.52,"Air","Vietnam","ARV","Adult",9275,13448.75,432,1.45,30,"11-Aug-08","11-Aug-08",1,41,3,2,2008-08-11,2008-08-11,0,"On Time"
5869.655,2.37,"Truck","South Africa","ARV","Pediatric",40,1479.6,1047,36.99,80,"20-Aug-08","8-May-08",4,34,3,6,2008-08-20,2008-05-08,-104,"Early"
5869.655,9.18,"Truck","South Africa","ARV","Adult",150,5737.5,1047,38.25,300,"20-Aug-08","14-Aug-08",4,34,3,2,2008-08-20,2008-08-14,-6,"Early"
5869.655,38.06,"Truck","South Africa","ARV","Adult",1500,23790,1047,15.86,600,"20-Aug-08","8-May-08",4,34,3,2,2008-08-20,2008-05-08,-104,"Early"
5869.655,4.71,"Truck","South Africa","ARV","Pediatric",470,2942.2,1047,6.26,10,"20-Aug-08","14-May-08",4,34,3,6,2008-08-20,2008-05-14,-98,"Early"
5869.655,1.54,"Truck","South Africa","ARV","Pediatric",140,960.4,1047,6.86,10,"20-Aug-08","14-May-08",4,34,3,6,2008-08-20,2008-05-14,-98,"Early"
20134.43,0.84,"Air","Nigeria","ANTM","Malaria",20,527,1920,26.35,500,"31-Jul-08","31-Jul-08",1,29,2,5,2008-07-31,2008-07-31,0,"On Time"
22370.64,174.08,"Air","Rwanda","HRDT","HIV test",3400,108800,1131,32,0,"18-Oct-08","18-Oct-08",1,31,4,3,2008-10-18,2008-10-18,0,"On Time"
17331.66,163.15,"Air","Rwanda","HRDT","HIV test",6180,101970,2130,16.5,0,"4-Jul-08","4-Jul-08",1,31,4,3,2008-07-04,2008-07-04,0,"On Time"
18087.86,308.27,"Air","Zimbabwe","HRDT","HIV test",7864,157280,2450,20,0,"17-Nov-08","17-Nov-08",1,43,4,3,2008-11-17,2008-11-17,0,"On Time"
23071.26,663.43,"Air","Rwanda","ARV","Adult",45168,414642.24,3953,9.18,150,"22-Jul-08","22-Jul-08",1,31,3,2,2008-07-22,2008-07-22,0,"On Time"
5869.655,3.79,"Truck","South Africa","ARV","Adult",60,2368.2,1047,39.47,300,"17-Jun-08","17-Jun-08",4,34,3,2,2008-06-17,2008-06-17,0,"On Time"
5869.655,19.49,"Air","Vietnam","ARV","Adult",4200,12180,1047,2.9,200,"19-Sep-08","19-Sep-08",1,41,3,2,2008-09-19,2008-09-19,0,"On Time"
5869.655,3.89,"Truck","South Africa","ARV","Adult",120,2428.8,1047,20.24,200,"10-Jul-08","8-Jul-08",4,34,3,2,2008-07-10,2008-07-08,-2,"Early"
6269.97,72.94,"Air","Rwanda","HRDT","HIV test",1163,37216,385,32,0,"6-Apr-09","6-Apr-09",1,31,4,3,2009-04-06,2009-04-06,0,"On Time"
5869.655,0.11,"Air","Nigeria","HRDT","HIV test - Ancillary",6875,68.75,1047,0.01,0,"12-Sep-08","3-Sep-08",1,29,4,4,2008-09-12,2008-09-03,-9,"Early"
18180.65,215.04,"Air","Ethiopia","HRDT","HIV test",4200,134400,1413,32,0,"6-Oct-08","6-Oct-08",1,12,4,3,2008-10-06,2008-10-06,0,"On Time"
